frb_name,ra,dec,dm,snr,telescope,data_source,clean_name,is_repeater,gal_b
FRB20190116C,249.32,70.96,629.2000122070312,74.4,CHIME,Vizier_CHIME_Cat1,20190116C,False,36.260194851954765
FRB20190116F,261.67,75.0,315.3999938964844,13.6,CHIME,Vizier_CHIME_Cat1,20190116F,False,31.58116080883993
FRB20190117C,115.13,74.59,865.4000244140625,10.2,CHIME,Vizier_CHIME_Cat1,20190117C,False,29.33083829229236
FRB20190117D,208.87,31.68,1175.9000244140625,15.7,CHIME,Vizier_CHIME_Cat1,20190117D,False,75.34534862144986
FRB20190117A,331.71,17.37,393.1000061035156,24.2,CHIME,Vizier_CHIME_Cat1,20190117A,False,-30.229556189489525
FRB20190118B,39.71,23.57,666.4000244140625,9.7,CHIME,Vizier_CHIME_Cat1,20190118B,False,-33.055967967279834
FRB20190118A,253.31,11.55,224.8000030517578,47.2,CHIME,Vizier_CHIME_Cat1,20190118A,False,31.421528988012764
FRB20190121A,354.74,78.6,423.79998779296875,31.3,CHIME,Vizier_CHIME_Cat1,20190121A,False,16.248185667205977
FRB20190122B,2.53,35.12,467.5,9.3,CHIME,Vizier_CHIME_Cat1,20190122B,False,-26.99053650288014
FRB20190122C,200.6,17.57,690.7000122070312,43.2,CHIME,Vizier_CHIME_Cat1,20190122C,False,78.06593106180925
FRB20190122A,349.56,37.5,1229.300048828125,11.7,CHIME,Vizier_CHIME_Cat1,20190122A,False,-21.77170227627455
FRB20190124A,50.46,51.58,1274.5999755859375,14.4,CHIME,Vizier_CHIME_Cat1,20190124A,False,-4.641796953780041
FRB20190124B,214.69,28.8,443.20001220703125,14.5,CHIME,Vizier_CHIME_Cat1,20190124B,False,70.67313806226187
FRB20190124C,217.17,28.38,302.5,47.5,CHIME,Vizier_CHIME_Cat1,20190124C,False,68.48612289986154
FRB20190124D,237.26,81.23,341.29998779296875,9.1,CHIME,Vizier_CHIME_Cat1,20190124D,False,33.20266499264422
FRB20190124E,297.75,20.57,614.5999755859375,13.6,CHIME,Vizier_CHIME_Cat1,20190124E,False,-3.090370510412959
FRB20190124F,338.92,5.3,253.89999389648438,35.9,CHIME,Vizier_CHIME_Cat1,20190124F,False,-43.8746242784365
FRB20190125A,45.73,27.81,562.9000244140625,9.4,CHIME,Vizier_CHIME_Cat1,20190125A,False,-26.642903482286144
FRB20190125B,231.45,50.54,177.89999389648438,13.2,CHIME,Vizier_CHIME_Cat1,20190125B,False,52.575479974973995
FRB20190126A,29.5031258,65.7167542,351.0,11.6,CHIME,Vizier_CHIME_Cat1,20190126A,False,3.7250308667486434
FRB20190127B,150.92,83.56,666.4000244140625,11.5,CHIME,Vizier_CHIME_Cat1,20190127B,False,31.82727296458657
FRB20190128A,21.8,24.67,695.5,11.8,CHIME,Vizier_CHIME_Cat1,20190128A,False,-37.48878597000092
FRB20190128B,127.44,23.29,247.5,14.1,CHIME,Vizier_CHIME_Cat1,20190128B,False,31.354569341787702
FRB20190128C,69.8,78.94,304.1000061035156,10.1,CHIME,Vizier_CHIME_Cat1,20190128C,False,20.755363199835234
FRB20190128D,283.32,17.44,428.6000061035156,9.4,CHIME,Vizier_CHIME_Cat1,20190128D,False,7.460173893714213
FRB20190129A,45.06,21.42,478.79998779296875,12.7,CHIME,Vizier_CHIME_Cat1,20190129A,False,-32.313653106437414
FRB20190130A,25.64,13.16,1365.199951171875,9.5,CHIME,Vizier_CHIME_Cat1,20190130A,False,-47.84485178096943
FRB20190130B,172.11,16.05,988.2999877929688,23.6,CHIME,Vizier_CHIME_Cat1,20190130B,False,67.8029089014292
FRB20190131E,195.65,80.92,279.79998779296875,20.9,CHIME,Vizier_CHIME_Cat1,20190131E,False,36.19642686678842
FRB20190131D,57.46,22.75,642.0999755859375,18.7,CHIME,Vizier_CHIME_Cat1,20190131D,False,-24.082690278639046
FRB20190131C,166.45,10.43,506.29998779296875,13.6,CHIME,Vizier_CHIME_Cat1,20190131C,False,60.052729070333875
FRB20190131B,354.72,11.71,1801.9000244140625,12.2,CHIME,Vizier_CHIME_Cat1,20190131B,False,-47.35869192544435
FRB20190201B,118.2,55.58,748.9000244140625,19.8,CHIME,Vizier_CHIME_Cat1,20190201B,False,30.613104501269717
FRB20190201A,64.03,84.84,241.0,11.0,CHIME,Vizier_CHIME_Cat1,20190201A,False,23.825251097199576
FRB20190202B,114.32,32.45,464.20001220703125,20.2,CHIME,Vizier_CHIME_Cat1,20190202B,False,23.19660710810505
FRB20190202A,344.2,17.1,305.70001220703125,101.0,CHIME,Vizier_CHIME_Cat1,20190202A,False,-37.759657557625154
FRB20190203B,130.64,61.89,580.7000122070312,9.0,CHIME,Vizier_CHIME_Cat1,20190203B,False,36.7012614444225
FRB20190203A,133.68,70.82,418.8999938964844,32.0,CHIME,Vizier_CHIME_Cat1,20190203A,False,35.48437105538975
FRB20190203C,196.01,2.48,370.3999938964844,11.1,CHIME,Vizier_CHIME_Cat1,20190203C,False,65.16776375264958
FRB20190204A,161.33,61.53,448.0,10.1,CHIME,Vizier_CHIME_Cat1,20190204A,False,49.68189159128328
FRB20190204B,255.92,75.87,1463.800048828125,28.0,CHIME,Vizier_CHIME_Cat1,20190204B,False,32.725858136736974
FRB20190205A,342.22,83.37,693.9000244140625,9.5,CHIME,Vizier_CHIME_Cat1,20190205A,False,21.3783168781272
FRB20190206C,200.45,74.39,1044.9000244140625,9.3,CHIME,Vizier_CHIME_Cat1,20190206C,False,42.574761707689184
FRB20190206B,49.76,79.5,355.79998779296875,9.7,CHIME,Vizier_CHIME_Cat1,20190206B,False,18.581326405495094
FRB20190206A,244.85,9.36,187.60000610351562,13.4,CHIME,Vizier_CHIME_Cat1,20190206A,False,37.94542126327006
FRB20190208B,91.0,80.88,713.2999877929688,96.4,CHIME,Vizier_CHIME_Cat1,20190208B,False,24.9121935381569
FRB20190208C,141.55,83.56,237.8000030517578,16.3,CHIME,Vizier_CHIME_Cat1,20190208C,False,31.031381891062487
FRB20190208A,283.52,46.96,579.0999755859375,12.2,CHIME,Vizier_CHIME_Cat1,20190208A,False,19.04228400060587
FRB20190209A,144.32,77.67,423.79998779296875,11.8,CHIME,Vizier_CHIME_Cat1,20190209A,False,34.840840036381316
FRB20190210B,104.18,23.7,622.7000122070312,43.9,CHIME,Vizier_CHIME_Cat1,20190210B,False,11.657568344267563
FRB20190210C,295.75,89.1,642.0999755859375,19.7,CHIME,Vizier_CHIME_Cat1,20190210C,False,26.92404520327677
FRB20190210A,144.32,77.67,420.5,10.1,CHIME,Vizier_CHIME_Cat1,20190210A,False,34.840840036381316
FRB20190210D,307.8,55.46,357.5,20.6,CHIME,Vizier_CHIME_Cat1,20190210D,False,9.371003234137783
FRB20190210E,313.65,86.67,580.7000122070312,9.5,CHIME,Vizier_CHIME_Cat1,20190210E,False,25.38828461796809
FRB20190211A,67.06,68.64,1188.9000244140625,20.2,CHIME,Vizier_CHIME_Cat1,20190211A,False,13.594361491379972
FRB20190211B,299.62,61.37,260.3999938964844,12.7,CHIME,Vizier_CHIME_Cat1,20190211B,False,16.09665311867146
FRB20190212B,139.99,52.11,600.0999755859375,29.0,CHIME,Vizier_CHIME_Cat1,20190212B,False,43.61383807869548
FRB20190212C,172.57,28.14,1012.5999755859375,12.2,CHIME,Vizier_CHIME_Cat1,20190212C,False,72.01733566254966
FRB20190212D,178.83,66.72,1145.199951171875,9.7,CHIME,Vizier_CHIME_Cat1,20190212D,False,49.47414982511761
FRB20190212A,276.14,81.43,300.8999938964844,9.9,CHIME,Vizier_CHIME_Cat1,20190212A,False,27.801555184618874
FRB20190213A,31.72,20.08,650.2000122070312,9.5,CHIME,Vizier_CHIME_Cat1,20190213A,False,-39.37959757794752
FRB20190213C,64.26,45.0,357.5,9.9,CHIME,Vizier_CHIME_Cat1,20190213C,False,-4.0245589085710325
FRB20190213B,276.14,81.43,302.5,9.5,CHIME,Vizier_CHIME_Cat1,20190213B,False,27.801555184618874
FRB20190213D,336.45,52.71,1344.0999755859375,18.7,CHIME,Vizier_CHIME_Cat1,20190213D,False,-4.081400061772361
FRB20190214A,96.09,66.24,498.20001220703125,11.4,CHIME,Vizier_CHIME_Cat1,20190214A,False,22.028473739444326
FRB20190214C,218.87,19.36,533.7999877929688,15.5,CHIME,Vizier_CHIME_Cat1,20190214C,False,64.92805155119886
FRB20190215B,335.04,45.34,273.3999938964844,44.5,CHIME,Vizier_CHIME_Cat1,20190215B,False,-9.7779859545287
FRB20190216A,256.33,68.28,1268.0999755859375,22.6,CHIME,Vizier_CHIME_Cat1,20190216A,False,34.80054324205718
FRB20190217A,94.88,43.11,797.4000244140625,15.4,CHIME,Vizier_CHIME_Cat1,20190217A,False,12.792771314480845
FRB20190217B,22.58,26.95,847.5999755859375,10.8,CHIME,Vizier_CHIME_Cat1,20190217B,False,-35.119935083866
FRB20190218A,184.05,56.42,1282.699951171875,13.7,CHIME,Vizier_CHIME_Cat1,20190218A,False,60.035228916789144
FRB20190218B,268.7,17.93,549.9000244140625,11.1,CHIME,Vizier_CHIME_Cat1,20190218B,False,20.33531945725747
FRB20190218C,156.96,77.95,318.6000061035156,67.5,CHIME,Vizier_CHIME_Cat1,20190218C,False,36.61550599829612
FRB20190219A,105.78,43.13,655.0999755859375,23.0,CHIME,Vizier_CHIME_Cat1,20190219A,False,20.171381774435368
FRB20190219B,246.3,57.92,1675.699951171875,29.1,CHIME,Vizier_CHIME_Cat1,20190219B,False,41.90601589887145
FRB20190219C,349.67,49.21,805.5,9.1,CHIME,Vizier_CHIME_Cat1,20190219C,False,-10.90699155033114
FRB20190220A,237.21,74.16,215.10000610351562,10.3,CHIME,Vizier_CHIME_Cat1,20190220A,False,37.76166835838221
FRB20190221A,132.6,9.9,224.8000030517578,13.6,CHIME,Vizier_CHIME_Cat1,20190221A,False,30.885335136008955
FRB20190221B,286.77,27.86,394.70001220703125,13.7,CHIME,Vizier_CHIME_Cat1,20190221B,False,9.173598463657296
FRB20190221C,316.15,54.67,2038.0,19.3,CHIME,Vizier_CHIME_Cat1,20190221C,False,5.135703058342014
FRB20190221D,24.81,60.93,473.8999938964844,10.0,CHIME,Vizier_CHIME_Cat1,20190221D,False,-1.4045375253197803
FRB20190222B,160.69,19.62,498.20001220703125,10.0,CHIME,Vizier_CHIME_Cat1,20190222B,False,59.62396480482751
FRB20190222C,239.18,40.03,522.5,16.2,CHIME,Vizier_CHIME_Cat1,20190222C,False,49.81129720673392
FRB20190222A,313.06,69.83,462.6000061035156,31.2,CHIME,Vizier_CHIME_Cat1,20190222A,False,15.88181144690727
FRB20190222D,313.9,26.57,894.5,9.4,CHIME,Vizier_CHIME_Cat1,20190222D,False,-11.916904338613985
FRB20190223A,64.72,87.65,389.79998779296875,13.2,CHIME,Vizier_CHIME_Cat1,20190223A,False,25.66211339190746
FRB20190223B,311.62,60.56,535.4000244140625,9.0,CHIME,Vizier_CHIME_Cat1,20190223B,False,10.756122813530364
FRB20190224A,60.53,83.39,821.7000122070312,11.7,CHIME,Vizier_CHIME_Cat1,20190224A,False,22.579542430832824
FRB20190224B,268.24,82.57,839.5,10.0,CHIME,Vizier_CHIME_Cat1,20190224B,False,28.764025314644524
FRB20190224C,124.05,19.78,495.0,18.3,CHIME,Vizier_CHIME_Cat1,20190224C,False,27.19579434739479
FRB20190224D,331.89,89.05,752.0999755859375,29.0,CHIME,Vizier_CHIME_Cat1,20190224D,False,26.409236780523294
FRB20190224E,183.04,61.54,435.1000061035156,46.5,CHIME,Vizier_CHIME_Cat1,20190224E,False,54.9632804456771
FRB20190226A,58.83,31.93,600.0999755859375,10.6,CHIME,Vizier_CHIME_Cat1,20190226A,False,-16.4878862923232
FRB20190226B,273.57,61.81,630.7999877929688,9.2,CHIME,Vizier_CHIME_Cat1,20190226B,False,28.018993152313193
FRB20190226C,17.46,26.76,826.5,10.6,CHIME,Vizier_CHIME_Cat1,20190226C,False,-35.930374004664785
FRB20190227A,108.41,56.34,393.1000061035156,63.4,CHIME,Vizier_CHIME_Cat1,20190227A,False,25.292951837301377
FRB20190227B,220.54,39.8,331.6000061035156,9.4,CHIME,Vizier_CHIME_Cat1,20190227B,False,63.81672759592222
FRB20190228A,183.48,22.9,439.8999938964844,37.8,CHIME,Vizier_CHIME_Cat1,20190228A,False,80.51105143941376
FRB20190228B,50.01,81.94,1125.800048828125,30.5,CHIME,Vizier_CHIME_Cat1,20190228B,False,20.61086854386642
FRB20190301B,69.5,74.08,619.5,9.3,CHIME,Vizier_CHIME_Cat1,20190301B,False,17.713414203800426
FRB20190301C,171.83,34.93,805.5,9.1,CHIME,Vizier_CHIME_Cat1,20190301C,False,70.41503766959497
FRB20190301D,278.72,74.68,1159.699951171875,10.4,CHIME,Vizier_CHIME_Cat1,20190301D,False,27.177866072030554
FRB20190301A,313.06,69.83,461.0,17.9,CHIME,Vizier_CHIME_Cat1,20190301A,False,15.88181144690727
FRB20190302A,34.8,61.34,1009.2999877929688,20.4,CHIME,Vizier_CHIME_Cat1,20190302A,False,0.23977214290830443
FRB20190303B,128.74,66.03,192.5,52.3,CHIME,Vizier_CHIME_Cat1,20190303B,False,35.063270215615354
FRB20190303C,173.24,26.32,1088.5999755859375,15.6,CHIME,Vizier_CHIME_Cat1,20190303C,False,72.47531295804437
FRB20190303D,179.57,70.84,710.0999755859375,9.8,CHIME,Vizier_CHIME_Cat1,20190303D,False,45.64347337763556
FRB20190303A,208.03,48.24,223.1999969482422,11.2,CHIME,Vizier_CHIME_Cat1,20190303A,False,65.81443604901753
FRB20190304A,124.51,74.61,483.6000061035156,22.3,CHIME,Vizier_CHIME_Cat1,20190304A,False,31.78779332987149
FRB20190304B,204.86,24.19,470.70001220703125,20.8,CHIME,Vizier_CHIME_Cat1,20190304B,False,78.79646631993765
FRB20190304C,223.01,26.72,564.5,10.8,CHIME,Vizier_CHIME_Cat1,20190304C,False,63.17955748791505
FRB20190307A,254.55,9.85,352.6000061035156,12.3,CHIME,Vizier_CHIME_Cat1,20190307A,False,29.593663433330434
FRB20190307B,269.2,38.4,291.1000061035156,11.8,CHIME,Vizier_CHIME_Cat1,20190307B,False,26.61181068139165
FRB20190308C,188.36,44.39,498.20001220703125,22.3,CHIME,Vizier_CHIME_Cat1,20190308C,False,72.3637288568465
FRB20190308B,38.59,83.62,179.5,10.3,CHIME,Vizier_CHIME_Cat1,20190308B,False,21.35027329686837
FRB20190309A,278.96,52.41,357.5,9.3,CHIME,Vizier_CHIME_Cat1,20190309A,False,23.468216645823546
FRB20190313B,101.98,74.13,1192.0999755859375,14.1,CHIME,Vizier_CHIME_Cat1,20190313B,False,25.77691095381501
FRB20190313A,190.53,65.13,365.6000061035156,9.4,CHIME,Vizier_CHIME_Cat1,20190313A,False,51.96947715412563
FRB20190316A,5.23,20.51,516.0,12.7,CHIME,Vizier_CHIME_Cat1,20190316A,False,-41.79211771321894
FRB20190317A,87.44,44.66,1156.5,9.3,CHIME,Vizier_CHIME_Cat1,20190317A,False,8.754160334369798
FRB20190317B,101.01,49.73,425.3999938964844,9.9,CHIME,Vizier_CHIME_Cat1,20190317B,False,19.229466505103016
FRB20190317C,125.82,32.07,601.7000122070312,11.4,CHIME,Vizier_CHIME_Cat1,20190317C,False,32.43269250149802
FRB20190317F,236.25,47.05,1125.800048828125,53.6,CHIME,Vizier_CHIME_Cat1,20190317F,False,50.75266474814171
FRB20190317E,274.37,13.25,800.7000122070312,14.9,CHIME,Vizier_CHIME_Cat1,20190317E,False,13.438470752559905
FRB20190318A,324.11,74.46,420.5,24.8,CHIME,Vizier_CHIME_Cat1,20190318A,False,16.3855922843933
FRB20190319A,113.43,5.72,2041.300048828125,22.3,CHIME,Vizier_CHIME_Cat1,20190319A,False,11.999202139836822
FRB20190320A,61.6,63.36,613.0,15.7,CHIME,Vizier_CHIME_Cat1,20190320A,False,8.303223991464938
FRB20190320B,250.4,39.63,490.1000061035156,17.9,CHIME,Vizier_CHIME_Cat1,20190320B,False,41.20249743765645
FRB20190320C,254.73,22.38,367.20001220703125,11.4,CHIME,Vizier_CHIME_Cat1,20190320C,False,34.167141475323554
FRB20190320D,262.22,59.07,1151.699951171875,12.5,CHIME,Vizier_CHIME_Cat1,20190320D,False,33.53074558689136
FRB20190320E,76.64,89.16,299.20001220703125,32.7,CHIME,Vizier_CHIME_Cat1,20190320E,False,26.75461140044981
FRB20190322A,110.75,51.3,1054.5999755859375,19.0,CHIME,Vizier_CHIME_Cat1,20190322A,False,25.610730761632013
FRB20190322B,132.03,73.34,577.4000244140625,10.1,CHIME,Vizier_CHIME_Cat1,20190322B,False,34.139297650001645
FRB20190322C,296.36,70.7,1192.0999755859375,53.1,CHIME,Vizier_CHIME_Cat1,20190322C,False,21.20380560890333
FRB20190323A,112.37,34.46,855.7000122070312,14.7,CHIME,Vizier_CHIME_Cat1,20190323A,False,22.287658147203945
FRB20190323B,193.22,77.24,787.7000122070312,57.2,CHIME,Vizier_CHIME_Cat1,20190323B,False,39.8879618375724
FRB20190323C,199.5,40.07,380.1000061035156,11.5,CHIME,Vizier_CHIME_Cat1,20190323C,False,75.93699663815721
FRB20190323D,56.88,46.93,760.2000122070312,9.4,CHIME,Vizier_CHIME_Cat1,20190323D,False,-5.965704911368494
FRB20190325A,130.41,83.07,357.5,13.3,CHIME,Vizier_CHIME_Cat1,20190325A,False,30.153637958027875
FRB20190325B,183.92,30.32,1730.699951171875,9.8,CHIME,Vizier_CHIME_Cat1,20190325B,False,81.53922636389416
FRB20190325C,53.85,60.17,799.0,11.7,CHIME,Vizier_CHIME_Cat1,20190325C,False,3.5205417900294544
FRB20190326A,161.9,74.22,283.1000061035156,11.7,CHIME,Vizier_CHIME_Cat1,20190326A,False,40.26659981180376
FRB20190327A,281.31,34.28,347.79998779296875,31.9,CHIME,Vizier_CHIME_Cat1,20190327A,False,16.06408881887787
FRB20190328A,120.35,59.1,1303.699951171875,10.2,CHIME,Vizier_CHIME_Cat1,20190328A,False,31.91279161208074
FRB20190328B,199.47,86.85,564.5,9.3,CHIME,Vizier_CHIME_Cat1,20190328B,False,30.256683088633167
FRB20190328C,73.83,81.96,470.70001220703125,18.2,CHIME,Vizier_CHIME_Cat1,20190328C,False,23.02282680974453
FRB20190329B,87.9,76.27,406.0,15.3,CHIME,Vizier_CHIME_Cat1,20190329B,False,22.856628758941053
FRB20190329C,279.79,51.63,1256.800048828125,26.7,CHIME,Vizier_CHIME_Cat1,20190329C,False,22.773035144089818
FRB20190329A,65.54,73.63,189.1999969482422,11.7,CHIME,Vizier_CHIME_Cat1,20190329A,False,16.584494094260577
FRB20190330A,204.09,38.36,509.5,9.4,CHIME,Vizier_CHIME_Cat1,20190330A,False,75.34898968525998
FRB20190330B,269.41,52.81,668.0,44.9,CHIME,Vizier_CHIME_Cat1,20190330B,False,29.23391967131437
FRB20190401A,196.8,79.91,779.5999755859375,22.9,CHIME,Vizier_CHIME_Cat1,20190401A,False,37.19173592740813
FRB20190402A,178.61,47.1,1287.5,10.9,CHIME,Vizier_CHIME_Cat1,20190402A,False,67.10532563512318
FRB20190403G,81.74,25.78,865.4000244140625,11.4,CHIME,Vizier_CHIME_Cat1,20190403G,False,-5.189122043047903
FRB20190403A,116.33,86.36,519.2000122070312,10.8,CHIME,Vizier_CHIME_Cat1,20190403A,False,27.919204264152622
FRB20190403B,135.47,1.46,291.1000061035156,18.9,CHIME,Vizier_CHIME_Cat1,20190403B,False,29.412879253367905
FRB20190403C,249.83,58.7,933.2999877929688,9.0,CHIME,Vizier_CHIME_Cat1,20190403C,False,39.914318908212735
FRB20190403D,326.53,84.29,613.0,10.9,CHIME,Vizier_CHIME_Cat1,20190403D,False,23.115008097511726
FRB20190403E,220.22,86.54,220.0,23.7,CHIME,Vizier_CHIME_Cat1,20190403E,False,30.189148669079454
FRB20190403F,43.34,33.14,666.4000244140625,11.9,CHIME,Vizier_CHIME_Cat1,20190403F,False,-23.138288104317937
FRB20190404A,143.1,36.9,1353.800048828125,24.3,CHIME,Vizier_CHIME_Cat1,20190404A,False,47.184397281473764
FRB20190404B,259.79,40.0,490.1000061035156,134.0,CHIME,Vizier_CHIME_Cat1,20190404B,False,34.073121817404655
FRB20190405A,337.02,20.96,423.79998779296875,9.6,CHIME,Vizier_CHIME_Cat1,20190405A,False,-30.70550665823793
FRB20190405B,236.48,89.16,1111.199951171875,20.6,CHIME,Vizier_CHIME_Cat1,20190405B,False,27.734829115620048
FRB20190406A,283.52,46.96,580.7000122070312,13.1,CHIME,Vizier_CHIME_Cat1,20190406A,False,19.04228400060587
FRB20190408A,262.2,71.6,862.0999755859375,9.2,CHIME,Vizier_CHIME_Cat1,20190408A,False,32.12619003624213
FRB20190409A,79.52,6.72,1789.0,14.5,CHIME,Vizier_CHIME_Cat1,20190409A,False,-17.26631400403758
FRB20190409B,126.65,63.47,297.6000061035156,12.3,CHIME,Vizier_CHIME_Cat1,20190409B,False,34.633802334151106
FRB20190409C,252.6,71.62,674.5,11.2,CHIME,Vizier_CHIME_Cat1,20190409C,False,35.03915117161166
FRB20190409D,336.64,26.95,1298.9000244140625,16.1,CHIME,Vizier_CHIME_Cat1,20190409D,False,-25.681927423611405
FRB20190410A,263.47,-2.37,278.20001220703125,9.9,CHIME,Vizier_CHIME_Cat1,20190410A,False,16.042867049563164
FRB20190410B,265.76,15.17,642.0999755859375,20.4,CHIME,Vizier_CHIME_Cat1,20190410B,False,21.832193622274158
FRB20190411A,80.0,83.89,461.0,11.0,CHIME,Vizier_CHIME_Cat1,20190411A,False,24.6197544993586
FRB20190411B,154.03,29.23,1227.699951171875,15.6,CHIME,Vizier_CHIME_Cat1,20190411B,False,55.86286805585351
FRB20190411C,9.33,20.5,234.5,32.2,CHIME,Vizier_CHIME_Cat1,20190411C,False,-42.249240814631555
FRB20190412A,243.45,61.87,363.8999938964844,42.0,CHIME,Vizier_CHIME_Cat1,20190412A,False,41.95243207937892
FRB20190412B,285.65,19.25,375.29998779296875,12.7,CHIME,Vizier_CHIME_Cat1,20190412B,False,6.282313402648386
FRB20190414A,181.44,38.9,812.0,13.5,CHIME,Vizier_CHIME_Cat1,20190414A,False,74.85260400476267
FRB20190414B,246.9,57.53,511.1000061035156,13.6,CHIME,Vizier_CHIME_Cat1,20190414B,False,41.703022966752364
FRB20190415A,182.38,71.28,632.4000244140625,12.1,CHIME,Vizier_CHIME_Cat1,20190415A,False,45.45772565860891
FRB20190415B,8.86,54.85,711.7000122070312,29.6,CHIME,Vizier_CHIME_Cat1,20190415B,False,-7.9495530455083205
FRB20190415C,74.81,34.8,648.5999755859375,9.2,CHIME,Vizier_CHIME_Cat1,20190415C,False,-4.7849947129870145
FRB20190416A,144.99,33.3,2287.10009765625,14.6,CHIME,Vizier_CHIME_Cat1,20190416A,False,48.53341688488094
FRB20190416B,172.19,35.95,574.2000122070312,19.7,CHIME,Vizier_CHIME_Cat1,20190416B,False,70.35523221128842
FRB20190417B,174.87,64.72,1151.699951171875,14.9,CHIME,Vizier_CHIME_Cat1,20190417B,False,50.6961361274749
FRB20190417A,294.85,59.4,1378.0999755859375,13.4,CHIME,Vizier_CHIME_Cat1,20190417A,False,17.359443401796362
FRB20190417C,45.68,71.26,318.6000061035156,52.2,CHIME,Vizier_CHIME_Cat1,20190417C,False,11.041649321670484
FRB20190418A,65.79,16.04,182.8000030517578,20.4,CHIME,Vizier_CHIME_Cat1,20190418A,False,-22.929131225126692
FRB20190419A,104.98,64.88,438.29998779296875,10.6,CHIME,Vizier_CHIME_Cat1,20190419A,False,25.266988661702317
FRB20190419B,255.27,86.74,166.60000610351562,24.6,CHIME,Vizier_CHIME_Cat1,20190419B,False,28.59958866260628
FRB20190420B,94.73,70.12,844.2999877929688,28.0,CHIME,Vizier_CHIME_Cat1,20190420B,False,22.706680002700402
FRB20190420A,106.55,55.96,609.7999877929688,15.9,CHIME,Vizier_CHIME_Cat1,20190420A,False,24.199603461603058
FRB20190420C,248.1,37.25,627.5999755859375,10.7,CHIME,Vizier_CHIME_Cat1,20190420C,False,42.83619269654183
FRB20190421A,208.03,48.24,226.39999389648438,12.3,CHIME,Vizier_CHIME_Cat1,20190421A,False,65.81443604901753
FRB20190421B,82.49,62.31,393.1000061035156,78.9,CHIME,Vizier_CHIME_Cat1,20190421B,False,15.058847811514072
FRB20190422B,158.27,45.67,975.4000244140625,11.1,CHIME,Vizier_CHIME_Cat1,20190422B,False,56.94663803868603
FRB20190422A,48.56,35.15,452.8999938964844,18.3,CHIME,Vizier_CHIME_Cat1,20190422A,False,-19.173390788072382
FRB20190423A,179.68,55.25,244.1999969482422,39.0,CHIME,Vizier_CHIME_Cat1,20190423A,False,60.294773461509344
FRB20190423B,298.58,26.19,585.5,15.9,CHIME,Vizier_CHIME_Cat1,20190423B,False,-0.8671236927500265
FRB20190423C,349.08,86.97,855.7000122070312,14.8,CHIME,Vizier_CHIME_Cat1,20190423C,False,24.349175121616792
FRB20190423D,29.69,84.8,498.20001220703125,23.9,CHIME,Vizier_CHIME_Cat1,20190423D,False,22.141816265359573
FRB20190424A,168.3,63.78,758.5999755859375,18.1,CHIME,Vizier_CHIME_Cat1,20190424A,False,50.05889198031029
FRB20190425A,255.72,21.52,127.80000305175781,57.6,CHIME,Vizier_CHIME_Cat1,20190425A,False,33.02065438251128
FRB20190425B,210.12,88.6,1030.300048828125,18.2,CHIME,Vizier_CHIME_Cat1,20190425B,False,28.464411212117547
FRB20190426A,115.04,59.12,341.29998779296875,23.9,CHIME,Vizier_CHIME_Cat1,20190426A,False,29.190989077795408
FRB20190427A,78.93,7.77,454.5,25.2,CHIME,Vizier_CHIME_Cat1,20190427A,False,-17.219183260303417
FRB20190428A,170.73,23.33,968.9000244140625,33.0,CHIME,Vizier_CHIME_Cat1,20190428A,False,69.65279711945452
FRB20190429A,281.09,59.42,470.70001220703125,9.7,CHIME,Vizier_CHIME_Cat1,20190429A,False,23.988062975421755
FRB20190429B,329.93,3.96,297.6000061035156,10.2,CHIME,Vizier_CHIME_Cat1,20190429B,False,-38.21372402874786
FRB20190430B,237.72,62.27,2617.10009765625,10.0,CHIME,Vizier_CHIME_Cat1,20190430B,False,44.198842012042455
FRB20190430A,77.7,87.01,349.3999938964844,11.1,CHIME,Vizier_CHIME_Cat1,20190430A,False,25.825179326632835
FRB20190430C,277.22,24.92,399.5,22.5,CHIME,Vizier_CHIME_Cat1,20190430C,False,15.750281131279298
FRB20190501B,261.45,54.36,784.5,24.3,CHIME,Vizier_CHIME_Cat1,20190501B,False,34.047210237208866
FRB20190502A,165.01,59.95,626.0,67.5,CHIME,Vizier_CHIME_Cat1,20190502A,False,52.068188251452526
FRB20190502B,212.04,64.44,917.0999755859375,59.7,CHIME,Vizier_CHIME_Cat1,20190502B,False,50.71745816355159
FRB20190502C,155.6,82.97,396.29998779296875,23.8,CHIME,Vizier_CHIME_Cat1,20190502C,False,32.6325465265239
FRB20190515A,310.15,55.46,452.8999938964844,20.9,CHIME,Vizier_CHIME_Cat1,20190515A,False,8.293522600586225
FRB20190515B,0.83,3.41,820.0999755859375,23.4,CHIME,Vizier_CHIME_Cat1,20190515B,False,-57.32867298441723
FRB20190515C,31.72,20.08,653.5,10.1,CHIME,Vizier_CHIME_Cat1,20190515C,False,-39.37959757794752
FRB20190515D,67.13,-5.01,425.3999938964844,13.0,CHIME,Vizier_CHIME_Cat1,20190515D,False,-33.88665594540229
FRB20190516B,167.34,7.37,1235.800048828125,15.3,CHIME,Vizier_CHIME_Cat1,20190516B,False,58.76155052950585
FRB20190517D,339.95,41.84,1184.0,9.4,CHIME,Vizier_CHIME_Cat1,20190517D,False,-14.624639360421249
FRB20190517B,65.54,73.63,187.60000610351562,9.6,CHIME,Vizier_CHIME_Cat1,20190517B,False,16.584494094260577
